0.5008,0.5117,0.4352,0.4352,0.4945,0.5102
0.5016,0.5117,0.4234,0.4352,0.5133,0.4977
0.4977,0.5117,0.425,0.4305,0.5195,0.5094
0.5078,0.5188,0.4273,0.4586,0.4906,0.5297
0.5141,0.5219,0.45,0.4789,0.4891,0.5352
0.5109,0.5211,0.4578,0.4758,0.5047,0.5031
0.5133,0.5211,0.4695,0.4695,0.4953,0.5133
0.5125,0.5312,0.4539,0.457,0.5062,0.5023
0.5406,0.532,0.4695,0.4672,0.5117,0.507
0.5437,0.543,0.4773,0.4609,0.5141,0.5258
0.5703,0.5422,0.4641,0.4719,0.5094,0.5336
0.5687,0.4508,0.4672,0.4758,0.5055,0.5305
0.5828,0.5836,0.4742,0.4633,0.5125,0.5078
0.5922,0.5852,0.4688,0.4719,0.5102,0.5094
0.5922,0.5867,0.4797,0.4711,0.5031,0.5055
0.5883,0.5875,0.4813,0.4734,0.5008,0.4984
0.5992,0.5938,0.4953,0.4969,0.5016,0.4977
0.5992,0.5945,0.4898,0.5094,0.4883,0.5258
0.5977,0.5945,0.5,0.5109,0.4797,0.5211
0.3953,0.5906,0.4953,0.4969,0.4859,0.5219
0.6031,0.5867,0.4969,0.4969,0.493,0.5031
0.6047,0.6008,0.5102,0.5016,0.4555,0.5352
0.6219,0.6055,0.4914,0.5188,0.4625,0.5344
0.6203,0.6047,0.507,0.5172,0.4664,0.518
0.6195,0.6062,0.5055,0.5172,0.4648,0.5016
0.625,0.6055,0.4758,0.5086,0.4719,0.4969
0.6242,0.6203,0.5008,0.5,0.4688,0.5016
0.6344,0.6219,0.4836,0.4953,0.475,0.4867
0.6336,0.6234,0.4836,0.4945,0.4797,0.4977
0.3703,0.6391,0.4805,0.518,0.4734,0.4977
0.6289,0.6367,0.4961,0.4953,0.4789,0.5055
0.6656,0.6609,0.5031,0.4828,0.482,0.4969
0.6711,0.6586,0.5016,0.5141,0.468,0.4945
0.6727,0.668,0.5039,0.5023,0.4781,0.5102
0.6695,0.6664,0.5203,0.5109,0.4859,0.5117
0.6742,0.668,0.5258,0.5031,0.4773,0.5195
0.6758,0.6664,0.5227,0.4914,0.4719,0.5055
0.707,0.6992,0.5375,0.4891,0.475,0.5148
0.7055,0.7,0.532,0.4734,0.475,0.5172
0.7328,0.7219,0.5062,0.4789,0.4688,0.5016
0.7523,0.7508,0.5094,0.5016,0.4711,0.4945
0.7937,0.7953,0.5125,0.4875,0.4648,0.5188
0.7992,0.8055,0.5023,0.4859,0.4375,0.5227
0.7922,0.807,0.5219,0.4789,0.4336,0.5164
0.2094,0.8078,0.5156,0.4648,0.4242,0.5172
0.7914,0.8148,0.5125,0.4906,0.4211,0.5102
0.7953,0.8109,0.5117,0.4641,0.4437,0.5367
0.8047,0.8141,0.5344,0.4648,0.4219,0.5367
0.8047,0.8133,0.5477,0.4258,0.4,0.5758
0.8336,0.8406,0.568,0.4031,0.4109,0.5719
0.8328,0.8383,0.5625,0.3797,0.4188,0.5969
0.8305,0.8406,0.568,0.3609,0.4188,0.6016
0.8867,0.882,0.5734,0.3578,0.3695,0.6203
0.8875,0.8867,0.5484,0.3484,0.3555,0.6312
0.8883,0.1125,0.5578,0.3359,0.3258,0.6703
0.8789,0.8844,0.5508,0.318,0.3117,0.6727
0.8805,0.8828,0.5664,0.2469,0.2281,0.7633
